experiment	row	column	fov	treatment	concentration	genus	species	strain	cell_line	control	phagocytic_activity	channel_names
Plate1	r02	c08	f06	unrelated1	0.156	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c08	f08	unrelated1	0.156	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c08	f09	unrelated1	0.156	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c08	f10	unrelated1	0.156	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f01	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f02	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f03	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f04	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f05	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f06	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f07	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f08	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f09	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c09	f10	unrelated1	0.078	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f02	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f03	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f04	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f05	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f06	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f07	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f09	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c10	f10	unrelated1	0.039	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f02	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f03	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f04	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f05	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f06	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f08	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f09	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c11	f10	unrelated1	0.019	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f02	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f03	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f04	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f05	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f06	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f08	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f09	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r02	c12	f10	unrelated1	0.0	Shigella	sonnei	s1	THP-1	yes	no	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f02	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f03	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f04	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f05	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f06	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f07	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f08	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f09	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c02	f10	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f01	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f02	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f03	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f04	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f05	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f06	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f07	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f08	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f09	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c03	f10	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f01	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f02	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f03	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f04	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f05	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f06	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f07	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f08	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f09	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c04	f10	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f01	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f02	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f03	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f04	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f05	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f06	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f07	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f08	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f09	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c05	f10	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f02	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f03	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f04	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f05	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f06	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f07	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f08	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f09	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c06	f10	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f01	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f02	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f03	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f04	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f05	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f06	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f07	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f08	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f09	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c07	f10	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f01	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f02	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f03	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f04	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f05	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f06	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f07	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f08	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f09	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c08	f10	mAb1	0.156	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f02	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f03	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f04	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f05	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f06	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f08	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f09	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c09	f10	mAb1	0.078	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f02	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f03	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f04	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f05	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f06	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f08	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f09	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c10	f10	mAb1	0.039	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f02	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f03	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f04	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f05	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f06	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f08	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f09	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c11	f10	mAb1	0.019	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f01	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f02	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f03	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f04	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f05	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f06	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f07	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f08	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f09	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r03	c12	f10	mAb1	0.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f01	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f02	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f03	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f04	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f05	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f06	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f08	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f09	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c02	f10	mAb1	10.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f01	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f02	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f03	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f04	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f05	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f06	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f07	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f08	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f09	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c03	f10	mAb1	5.0	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f02	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f03	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f04	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f05	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f06	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f07	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f08	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f09	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c04	f10	mAb1	2.5	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f01	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f02	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f03	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f04	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f05	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f06	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f07	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f08	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f09	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c05	f10	mAb1	1.25	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f01	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f02	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f03	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f04	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f05	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f06	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f07	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f08	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f09	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c06	f10	mAb1	0.625	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c07	f01	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c07	f02	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
Plate1	r04	c07	f03	mAb1	0.312	Shigella	sonnei	s1	THP-1	yes	yes	['CellMask', 'mCherry', 'A488', 'DAPI']
